variant,Q1,Q2,L1,L2,L3,T,N,M,trials,arrival_dist,n_completed,throughput,turnaround_mean,waiting_mean,response_mean,turnaround_p95,waiting_p95,makespan,context_switches
B,16,8,20,50,30,50,500,100.0,100,uniform,500.0,0.001979054402382489,99657.04516474361,99151.4207647436,7196.716244743598,231189.16732727547,230336.09873882736,252812.41298856243,17875.95
B,16,16,20,50,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169600.63054474362,169095.0061447436,8176.412584743597,251792.0112907003,250847.64479033242,252812.41298856243,9794.59
B,16,8,40,30,30,50,500,100.0,100,uniform,500.0,0.001979054402382489,99636.8332247436,99131.20882474359,7092.061344743597,231254.48575162806,230413.6910646062,252812.41298856243,17627.82
B,16,8,40,30,30,100,500,100.0,100,uniform,500.0,0.001979054402382489,91420.31134474359,90914.6869447436,7092.061344743597,229095.73865573917,228147.26865573917,252812.41298856243,9679.84
B,10,32,40,50,10,50,500,100.0,100,uniform,500.0,0.001979054402382489,105701.7925247436,105196.16812474359,6164.8627047435975,231856.43859744174,230990.49722048096,252812.41298856243,46607.16
B,16,16,40,30,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169669.7051847436,169164.08078474356,8267.406384743597,251783.99036049764,250843.42564391083,252812.41298856243,9799.29
B,16,16,20,30,50,100,500,100.0,100,uniform,500.0,0.001979054402382489,93145.6429047436,92640.0185047436,10667.912284743597,229301.58087576125,228353.67087576125,252812.41298856243,6669.47
B,16,16,20,30,50,50,500,100.0,100,uniform,500.0,0.001979054402382489,101265.7197647436,100760.0953647436,10667.912284743597,231393.45261769902,230544.26029333044,252812.41298856243,11358.28
B,16,16,40,50,10,0,500,100.0,100,uniform,500.0,0.001979054402382489,170139.23940474362,169633.6150047436,6735.788564743598,252077.6869664424,251128.53648343976,252812.41298856243,25178.72
B,10,48,40,50,10,100,500,100.0,100,uniform,500.0,0.001979054402382489,98423.6615247436,97918.0371247436,6164.238544743598,229925.20620584404,228977.46620584402,252812.41298856243,24218.62
B,16,32,20,30,50,0,500,100.0,100,uniform,500.0,0.001979054402382489,169665.7130047436,169160.0886047436,6209.439204743598,251774.47562517133,250826.69588505256,252812.41298856243,9568.97
B,16,32,20,30,50,50,500,100.0,100,uniform,500.0,0.001979054402382489,169665.7130047436,169160.0886047436,6209.439204743598,251774.47562517133,250826.69588505256,252812.41298856243,9568.97
B,10,48,40,50,10,50,500,100.0,100,uniform,500.0,0.001979054402382489,105991.69532474359,105486.0709247436,6164.238544743598,231890.26430865162,231021.82709517225,252812.41298856243,46469.07
B,16,32,20,30,50,100,500,100.0,100,uniform,500.0,0.001979054402382489,169665.7130047436,169160.0886047436,6209.439204743598,251774.47562517133,250826.69588505256,252812.41298856243,9568.97
B,16,32,20,50,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169611.7812447436,169106.15684474361,10110.635524743597,251771.21763642252,250828.7304401557,252812.41298856243,9529.12
B,16,16,20,50,30,100,500,100.0,100,uniform,500.0,0.001979054402382489,92913.2412847436,92407.61688474359,8176.412584743597,229302.34594663873,228354.12594663873,252812.41298856243,9795.1
B,16,16,20,50,30,50,500,100.0,100,uniform,500.0,0.001979054402382489,101029.6738847436,100524.0494847436,8176.412584743597,231397.6079119008,230544.36957326275,252812.41298856243,17611.9
B,16,32,40,30,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169922.73084474358,169417.1064447436,5778.188104743598,251842.35754797288,250899.2541221812,252812.41298856243,9320.4
B,16,32,40,30,30,50,500,100.0,100,uniform,500.0,0.001979054402382489,169922.73084474358,169417.1064447436,5778.188104743598,251842.35754797288,250899.2541221812,252812.41298856243,9320.4
B,16,32,40,30,30,100,500,100.0,100,uniform,500.0,0.001979054402382489,169922.73084474358,169417.1064447436,5778.188104743598,251842.35754797288,250899.2541221812,252812.41298856243,9320.4
B,16,16,40,30,30,100,500,100.0,100,uniform,500.0,0.001979054402382489,95899.9583847436,95394.3339847436,8267.406384743597,229565.17417873803,228618.88417873802,252812.41298856243,9800.37
B,16,16,40,30,30,50,500,100.0,100,uniform,500.0,0.001979054402382489,103766.8570647436,103261.23266474361,8267.406384743597,231704.70299848984,230855.6235001202,252812.41298856243,17398.84
B,16,32,40,50,10,0,500,100.0,100,uniform,500.0,0.001979054402382489,170006.7797847436,169501.1553847436,8267.922184743597,251984.89490824295,251040.13126497515,252812.41298856243,24043.13
B,16,48,20,30,50,0,500,100.0,100,uniform,500.0,0.001979054402382489,169665.7130047436,169160.0886047436,6209.439204743598,251774.47562517133,250826.69588505256,252812.41298856243,9568.97
B,16,48,20,30,50,50,500,100.0,100,uniform,500.0,0.001979054402382489,169665.7130047436,169160.0886047436,6209.439204743598,251774.47562517133,250826.69588505256,252812.41298856243,9568.97
B,16,48,20,30,50,100,500,100.0,100,uniform,500.0,0.001979054402382489,169665.7130047436,169160.0886047436,6209.439204743598,251774.47562517133,250826.69588505256,252812.41298856243,9568.97
B,16,48,20,50,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169527.9033647436,169022.27896474357,12016.271364743598,251798.4947058751,250857.57244753774,252812.41298856243,9268.3
B,16,32,20,50,30,100,500,100.0,100,uniform,500.0,0.001979054402382489,95802.0373847436,95296.4129847436,10110.635524743597,229702.1448548435,228753.9048548435,252812.41298856243,9530.0
B,16,48,40,30,30,0,500,100.0,100,uniform,500.0,0.001979054402382489,169922.73084474358,169417.1064447436,5778.188104743598,251842.35754797288,250899.2541221812,252812.41298856243,9320.4
B,16,32,20,50,30,50,500,100.0,100,uniform,500.0,0.001979054402382489,103740.63254474361,103235.0081447436,10110.635524743597,231783.53301935847,230925.89813523975,252812.41298856243,17088.61
B,16,48,40,30,30,50,500,100.0,100,uniform,500.0,0.001979054402382489,169922.73084474358,169417.1064447436,5778.188104743598,251842.35754797288,250899.2541221812,252812.41298856243,9320.4
B,16,48,40,30,30,100,500,100.0,100,uniform,500.0,0.001979054402382489,169922.73084474358,169417.1064447436,5778.188104743598,251842.35754797288,250899.2541221812,252812.41298856243,9320.4
B,16,48,40,50,10,0,500,100.0,100,uniform,500.0,0.001979054402382489,170072.70870474362,169567.0843047436,8268.150804743596,252041.6887114978,251094.07030775427,252812.41298856243,23980.83
B,16,48,20,50,30,100,500,100.0,100,uniform,500.0,0.001979054402382489,98579.0210647436,98073.39666474359,12016.271364743598,230102.1448548435,229153.9048548435,252812.41298856243,9269.34
B,16,48,20,50,30,50,500,100.0,100,uniform,500.0,0.001979054402382489,106339.2414847436,105833.6170847436,12016.271364743598,232144.81291062493,231284.21464422892,252812.41298856243,16574.6
B,16,8,40,50,10,100,500,100.0,100,uniform,500.0,0.001979054402382489,91687.60734474359,91181.98294474359,5431.522944743597,229095.35865573917,228146.88865573917,252812.41298856243,25574.78
B,16,8,40,50,10,50,500,100.0,100,uniform,500.0,0.001979054402382489,99766.20758474359,99260.58318474359,5431.522944743597,231192.65901579283,230339.810624417,252812.41298856243,49417.95
B,16,16,40,50,10,100,500,100.0,100,uniform,500.0,0.001979054402382489,93409.30572474361,92903.6813247436,6735.788564743598,229295.41865573917,228346.94865573916,252812.41298856243,25180.85
B,16,16,40,50,10,50,500,100.0,100,uniform,500.0,0.001979054402382489,101347.8816047436,100842.25720474361,6735.788564743598,231409.8635511973,230558.93931143038,252812.41298856243,48633.3
B,16,32,40,50,10,100,500,100.0,100,uniform,500.0,0.001979054402382489,100066.1660247436,99560.54162474361,8267.922184743597,230003.56844068284,229057.89844068285,252812.41298856243,24043.51
B,16,32,40,50,10,50,500,100.0,100,uniform,500.0,0.001979054402382489,107503.9790047436,106998.3546047436,8267.922184743597,232123.9279352457,231268.67980761026,252812.41298856243,45900.31
B,16,48,40,50,10,100,500,100.0,100,uniform,500.0,0.001979054402382489,100399.77610474359,99894.15170474359,8268.150804743596,230156.84501749108,229209.3850174911,252812.41298856243,23982.06
B,16,48,40,50,10,50,500,100.0,100,uniform,500.0,0.001979054402382489,107809.40358474359,107303.77918474359,8268.150804743596,232181.86473874512,231328.90091258314,252812.41298856243,45760.73
